fold,threshold,precision,recall,f1,balanced_accuracy,true_positive,false_positive,false_negative,true_negative,missed_peak_rate_pct,false_alarm_rate_pct,predicted_peak_rate_pct,actual_peak_rate_pct,n_observations
fold_2023,0.53,0.7471284161945272,0.3145185260364939,0.44268149584204886,0.6507041575446177,43385,14684,94556,1105359,68.54814739635061,1.3110210947258274,4.616036451973952,10.9652428011803,1257984
fold_2023,0.54,0.7498510078878177,0.31012534344393616,0.43877922570785316,0.6486919341699277,42779,14271,95162,1105772,68.98746565560639,1.2741475104080826,4.535033831908832,10.9652428011803,1257984
fold_2023,0.55,0.752911383375243,0.3060583872815189,0.4352057068046636,0.646844163244605,42218,13855,95723,1106188,69.3941612718481,1.2370060792308866,4.4573698870573875,10.9652428011803,1257984
fold_2023,0.56,0.7557373777689084,0.30199143111910165,0.43154012700583233,0.6449852320334719,41657,13464,96284,1106579,69.80085688808984,1.2020967052157818,4.381693248880749,10.9652428011803,1257984
fold_2023,0.57,0.7583291802794544,0.2978374812419803,0.42769547882030834,0.6430738757363383,41084,13093,96857,1106950,70.21625187580197,1.16897297693035,4.306652548840049,10.9652428011803,1257984
fold_2023,0.58,0.7616248497596154,0.29400250831877395,0.42423988827809134,0.6413349538477024,40555,12693,97386,1107350,70.5997491681226,1.1332600623368925,4.232804232804233,10.9652428011803,1257984
fold_2023,0.59,0.7649566929886618,0.2900370448235115,0.42060112908821395,0.6395307866730385,40008,12293,97933,1107750,70.99629551764886,1.0975471477434349,4.157525055962556,10.9652428011803,1257984
fold_2023,0.6,0.7676296080147845,0.2860643318520237,0.41680310120097597,0.6376997813657762,39460,11945,98481,1108098,71.39356681479762,1.0664769120471267,4.086299984737485,10.9652428011803,1257984
fold_2023,0.61,0.7704456730673959,0.28185238616509956,0.41271947517037855,0.6357549630494171,38879,11584,99062,1108459,71.81476138349005,1.0342460066265313,4.011418269230769,10.9652428011803,1257984
fold_2023,0.62,0.7734168265831735,0.277567945715922,0.40852298795386405,0.6337765758205258,38288,11217,99653,1108826,72.24320542840779,1.001479407487034,3.935264677452177,10.9652428011803,1257984
fold_2023,0.63,0.7760327686639359,0.2733197526478712,0.40425896935515,0.631802473527793,37702,10881,100239,1109162,72.66802473521288,0.9714805592285295,3.861972807285307,10.9652428011803,1257984
fold_2023,0.64,0.7790851318190398,0.26928904386658065,0.400237043422045,0.6299424703156292,37146,10533,100795,1109510,73.07109561334194,0.9404103235322215,3.7901117979242978,10.9652428011803,1257984
fold_2023,0.65,0.7824131580074528,0.26485236441667087,0.3957429523113169,0.6278906420549664,36534,10160,101407,1109883,73.5147635583329,0.9071080306738224,3.7118119149369146,10.9652428011803,1257984
fold_2023,0.66,0.785065105304553,0.26050267868146526,0.3911971390157474,0.6258595436686022,35934,9838,102007,1110205,73.94973213185348,0.8783591344260889,3.6385200447700448,10.9652428011803,1257984
