threshold,min_precision,mean_precision,max_precision,min_recall,mean_recall,max_recall,worst_fold_f1,mean_f1,f1_range,worst_fold_balanced_accuracy,mean_balanced_accuracy,max_missed_peak_rate_pct,mean_missed_peak_rate_pct,mean_false_alarm_rate_pct
0.74,0.6054092166398496,0.7081726828345578,0.8109361490292661,0.2243785386505825,0.44324550153028963,0.6621124644099968,0.3515002157766825,0.49199636576215255,0.28099229997094005,0.6089679644289614,0.7155058118967048,77.56214613494174,55.675449846971034,1.223387773688009
0.75,0.6110956798696369,0.7130963816632002,0.8150970834567636,0.21941989691244806,0.4359615302341424,0.6525031635558367,0.34576236334350047,0.4884416670464431,0.2853586074058852,0.6066448875612406,0.7121120747044636,78.05801030875519,56.403846976585754,1.1737380825215131
0.76,0.6165651736763227,0.7176440062751475,0.8187228388739723,0.21442500779318693,0.42852102967957356,0.6426170515659602,0.3398441988188524,0.48458290549719935,0.28947741335669386,0.6042889554256865,0.70862568731346,78.55749922068131,57.14789703204265,1.1269655052653507
0.77,0.623086809206683,0.7233223672790565,0.8235579253514299,0.20938662181657375,0.421029122360359,0.6326716229041442,0.33388435484243867,0.4808634959731668,0.2939582822614562,0.6019309169644829,0.7051370442251911,79.06133781834262,57.897087763964095,1.0755033909976859
0.78,0.6290128892802818,0.7280781670353926,0.8271434447905036,0.20408000521962288,0.4127407302276539,0.6214014552356849,0.3273847943014973,0.47628440033356145,0.29779921206412835,0.599413764152895,0.7012302265008632,79.5919994780377,58.72592697723461,1.0280277225927605
0.79,0.6349774677449225,0.7328668188885306,0.8307561700321388,0.1986356485743905,0.40438346807080805,0.6101312875672256,0.3206122054960421,0.47145934002026246,0.30169426904844077,0.5968259556714367,0.6972833322662739,80.13643514256094,59.561653192919195,0.981680353826012
0.8,0.6412103746397695,0.7379423190858428,0.8346742635319162,0.1932855351200876,0.3957965163737104,0.5983074976273332,0.31388476843022295,0.4664506077647392,0.30513167866903246,0.5942852687854432,0.693223657903005,80.67144648799123,60.42034836262896,0.9349200567700421
0.81,0.6474927222185742,0.7435705355075224,0.8396483487964705,0.18763819314054558,0.386270061454803,0.5849019297690604,0.306730581215522,0.4606692391653584,0.3078773158996728,0.5916124848598295,0.688706619823223,81.23618068594544,61.3729938545197,0.8856821808356815
0.82,0.6544623461259956,0.7492080501215446,0.8439537541170935,0.18204159749458101,0.3769469297185022,0.5718522619424233,0.2994841825933987,0.4549294963279335,0.3108906274690696,0.5889481104665727,0.6842844132306853,81.7958402505419,62.305307028149784,0.8378103257131331
0.83,0.6614670075766461,0.7552202303806073,0.8489734531845685,0.17596653641774382,0.3667617402114028,0.5575569440050617,0.2915115413253909,0.4482974252594532,0.3135717678681246,0.58605566364369,0.6794373772880875,82.40334635822562,63.32382597885973,0.7886985635227723
0.84,0.6679253556811537,0.7609209762097258,0.8539165967382977,0.16967399105414635,0.3558845279535205,0.5420950648528946,0.28309646205019656,0.4407820562237362,0.3153711883470792,0.5830495641516706,0.6742342355338693,83.03260089458536,64.41154720464795,0.7416056885781918
